sku;nome;prezzo_eur;disponibilita;categoria_principale;tutte_le_categorie;brand;descrizione_completa;specifiche;url_prodotto;immagini;numero_immagini
polvere-sugar-white-11;Polvere Sugar White 11;1.9;OutOfStock;nail-art-e-decorazioni/polvere-eff-zucchero-nail-art-e-decorazioni;nail-art-e-decorazioni | nail-art-e-decorazioni/polvere-eff-zucchero-nail-art-e-decorazioni;HDNails;"Polvere Sugar White 11
Polvere Sugar white 11 - E' una polvere Effetto Zucchero Bianca con riflesso Dorato per la Nail Art. Questa Polvere è molto fine. Se si vuole ottenere l'effetto Sugar in rilievo,  utilizzate uno stratto di Gleam top , base senza dispersione, utilizzata anche per polvere cromata a effetto a specchio. L'effetto del del colore cambia in base al colore che si mette sotto.
Modalità di applicazione:
Stendere la base senza dispersione Gleam top  (consigliamo questa base perché catalizza in lampada lentamente) E versate la polvere sul prodotto non polimerizzato. Dopodiché far polimerizzare 60 sec. in lampada a Led uv. E' importante utilizzare un prodotto senza dispersione se si vuole avere l'effetto zucchero. Altrimenti potete  chiudere con un gel o gloss. Limate leggermente tutto il bordo libero dell'unghia, In modo che il  gel lucido o il lucido a smalto che avete scelto si aggrappi bene alla base. Se siete abituate a chiudere con un gel, vi consiglio il Monofasico Master o Monofasico Unifast. Noi consigliamo sempre di chiudere con un gel per avere maggiore durata. Già che facilmente si consumano le punte e si rischiano i sollevamenti. Invece se Preferite chiudere con un lucido a smalto potete utilizzare il Glossy top , lucido perfetto per la sua densità leggermente denso.";;https://www.hdnails.it/polvere-sugar-white-11;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608ce303cce_1.jpg;1
polvere-sugar-white-12;Polvere Sugar White 12;1.9;InStock;nail-art-e-decorazioni/polvere-eff-zucchero-nail-art-e-decorazioni;nail-art-e-decorazioni | nail-art-e-decorazioni/polvere-eff-zucchero-nail-art-e-decorazioni;HDNails;"Polvere Sugar White 12
Polvere Sugar White 12  - E' una polvere Effetto Zucchero Bianco con riflesso Multicolor  per la Nail Art. Questa Polvere è molto fine. Se si vuole ottenere l'effetto Sugar in rilievo,  utilizzate uno stratto di Gleam top , base senza dispersione, utilizzata anche per polvere cromata a effetto a specchio.
Modalità di applicazione:
Stendere la base senza dispersione Gleam top  (consigliamo questa base perché catalizza in lampada lentamente) E versate la polvere sul prodotto non polimerizzato. Dopodiché far polimerizzare 60 sec. in lampada a Led uv. E' importante utilizzare un prodotto senza dispersione se si vuole avere l'effetto zucchero. Altrimenti potete  chiudere con un gel o gloss. Limate leggermente tutto il bordo libero dell'unghia, In modo che il  gel lucido o il lucido a smalto che avete scelto si aggrappi bene alla base. Se siete abituate a chiudere con un gel, vi consiglio il Monofasico Master o Monofasico Unifast. Noi consigliamo sempre di chiudere con un gel per avere maggiore durata. Già che facilmente si consumano le punte e si rischiano i sollevamenti. Invece se Preferite chiudere con un lucido a smalto potete utilizzare il Glossy top , lucido perfetto per la sua densità leggermente denso.";;https://www.hdnails.it/polvere-sugar-white-12;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608ce6964b8_1.jpg;1
gelac-color-238;Smalto Semipermanente Gelac Color 238;4.99;InStock;smalti-semipermanenti/gelac-colors-smalti-semipermanenti;smalti-semipermanenti | saldi-al-50-e-piu | smalti-semipermanenti/gelac-colors-smalti-semipermanenti | smalti-semipermanenti/laccati-smalti-semipermanenti | smalti-semipermanenti/my-polish-smalti-semipermanenti | smalti-semipermanenti/vedi-tutti;HDNails;"Gelac color 238

Gelac color 238 -  Smalto semipermanente Nude super coprente e ultra pigmentato! HD Nails propone una vasta gamma di colori in un nuovissimo formato da 10 ml. Per un ottima copertura e tenuta duratura applicare il color Gelac sopra la Base e sigillare con il Top. I prodotti Gelac Color sono facilmente solubili con l'uso del Remover Il trattamento di manicure con lo smalto semipermanente   Color carne gelac color 238 è un ottimo metodo da utilizzare per eseguire la manicure duratura e brillante. Lo smalto semipermanente con il gelac color può essere utilizzato sulle unghie naturali e non necessità della limatura dell'unghia naturale  durante la fase di preparazione ne durante la fase di rimozione. Si si può rimuovere con l'impacco. Tempo di rimozione 15 min.
Modalità di applicazione:

Spingere indietro le cuticole delicatamente per facilitare la manicure utilizza un ammorbidente cuticole  Cuticle Remover Sgrassare l'unghia naturale con un pad imbevuto di deidratante Nail Prep Deidratante e applicare la base di adesione Base Proteina Primer 15ml asciugare all'aria 30sec e stendere la base del semipermanente BASE GELAC CHERATINA 14ml. Applicare il Gelac  color semipermanente e sigillare con il lucido Glossy top senza dispersione Hd Nails formato 10ml nuova consistenza cremosa molto pigmentato coprente con una passata ottimo da utilizzare sia come semipermanente sopra la base  BASE GELAC CHERATINA 14ml  che sopra il gel costruttore monofasico  Milk pink Monofasico Cheratina
Polimerizza in

lampada led uv 48w 60sec LAMPADA UVLED lampada uv 36 w 120 sec

Smalto semipermanente per l'uso professionale";;https://www.hdnails.it/smalto-semipermanente-gelac-color-238;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608ceab60da_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608ceae4ebb_1.jpg;2
gelac-color-048;Smalto Semipermanente Gelac Color 048;4.99;InStock;smalti-semipermanenti/gelac-colors-smalti-semipermanenti;smalti-semipermanenti | saldi-al-50-e-piu | smalti-semipermanenti/gelac-colors-smalti-semipermanenti | smalti-semipermanenti/verdi-turchesi | smalti-semipermanenti/vedi-tutti;HDNails;"Gelac color 048

Gelac color 048 Smalto semipermanente Verde Petrolio super coprente e ultra pigmentato! HD Nails propone una vasta gamma di colori in un nuovissimo formato da 10 ml. Per un ottima copertura e tenuta duratura applicare il color Gelac sopra la Base e sigillare con il Top. I prodotti Gelac Color sono facilmente solubili con l'uso del Remover Il trattamento di manicure con lo smalto semipermanente gelac color 048 è un ottimo metodo da utilizzare per eseguire la manicure duratura e brillante. Lo smalto semipermanente con il gelac color può essere utilizzato sulle unghie naturali e non necessità della limatura dell'unghia naturale  durante la fase di preparazione ne durante la fase di rimozione. Si si può rimuovere con l'impacco. Tempo di rimozione 15 min.
Modalità di applicazione:

Spingere indietro le cuticole delicatamente per facilitare la manicure utilizza un ammorbidente cuticole  Cuticle Remover Sgrassare l'unghia naturale con un pad imbevuto di deidratante Nail Prep Deidratante e applicare la base di adesione Base Proteina Primer 15ml asciugare all'aria 30sec e stendere la base del semipermanente BASE GELAC CHERATINA 14ml. Applicare il Gelac  color semipermanente e sigillare con il lucido Shine On Lucido senza dispersione Hd Nails formato 10ml nuova consistenza cremosa molto pigmentato coprente con una passata ottimo da utilizzare sia come semipermanente sopra la base  BASE GELAC CHERATINA 14ml  che sopra il gel costruttore monofasico  Milk pink Monofasico Cheratina
Polimerizza in

lampada led uv 48w 60sec LAMPADA UVLED lampada uv 36 w 120 sec

Smalto semipermanente per l'uso professionale";;https://www.hdnails.it/smalto-semipermanente-gelac-color-048;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608cefd7083_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608cf0131e9_1.jpg;2
gelac-color-175;Smalto Semipermanente Gelac Color 175;4.99;InStock;smalti-semipermanenti/gelac-colors-smalti-semipermanenti;smalti-semipermanenti | saldi-al-50-e-piu | smalti-semipermanenti/gelac-colors-smalti-semipermanenti | smalti-semipermanenti/verdi-turchesi | smalti-semipermanenti/vedi-tutti;HDNails;"Gelac color 175

Gelac color 175 Smalto semipermanente Verde Vittoria super coprente e ultra pigmentato! HD Nails propone una vasta gamma di colori in un nuovissimo formato da 10 ml. Per un ottima copertura e tenuta duratura applicare il color Gelac sopra la Base e sigillare con il Top. I prodotti Gelac Color sono facilmente solubili con l'uso del Remover Il trattamento di manicure con lo smalto semipermanente gelac color 175 è un ottimo metodo da utilizzare per eseguire la manicure duratura e brillante. Lo smalto semipermanente con il gelac color può essere utilizzato sulle unghie naturali e non necessità della limatura dell'unghia naturale  durante la fase di preparazione ne durante la fase di rimozione. Si si può rimuovere con l'impacco. Tempo di rimozione 15 min.
Modalità di applicazione:

Spingere indietro le cuticole delicatamente per facilitare la manicure utilizza un ammorbidente cuticole  Cuticle Remover Sgrassare l'unghia naturale con un pad imbevuto di deidratante Nail Prep Deidratante e applicare la base di adesione Base Proteina Primer 15ml asciugare all'aria 30sec e stendere la base del semipermanente BASE GELAC CHERATINA 14ml. Applicare il Gelac  color semipermanente e sigillare con il lucido Shine On Lucido senza dispersione Hd Nails formato 10ml nuova consistenza cremosa molto pigmentato coprente con una passata ottimo da utilizzare sia come semipermanente sopra la base  BASE GELAC CHERATINA 14ml  che sopra il gel costruttore monofasico  Milk pink Monofasico Cheratina
Polimerizza

LAMPADA led uv 48w 60sec

LAMPADA UVLED lampada uv 36 w 120 sec

Smalto semipermanente per l'uso professionale";;https://www.hdnails.it/smalto-semipermanente-gelac-color-175;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608cf4c6ffa_1.jpg;1
polvere-specchio-rosa-14;Polvere Specchio Rosa 14;6.4;InStock;nail-art-e-decorazioni/polvere-cromata-nail-art-e-decorazioni;nail-art-e-decorazioni | nail-art-e-decorazioni/polvere-cromata-nail-art-e-decorazioni;HDNails;"Polvere Specchio Rosa 14

Polvere Specchio Rosa 14 - La polvere Cromata Effetto Specchio Rosa Oro per la Nail Art. Questa Polvere Chrome molto fine può cambiare tonalità in base al colore che metti sotto come base. Se si vuole ottenere l'effetto cromato a specchio utilizzate uno stratto di Gleam top , base senza dispersione per polvere cromata a effetto a specchio.
Modalità di applicazione:

Stendere la base senza dispersione Gleam top , consigliamo questa base perché catalizza in lampada lentamente. Far polimerizzare 30 sec. in lampada a Led uv. Applicare successivamente la polvere per creare l’effetto cromato, aiutatevi con un pennellino in gommapiuma, in alternativa potete utilizzare il dito con indosso il guanto monouso. E' importante prima di chiudere, limare leggermente tutto il bordo libero dell'unghia, In modo che il  gel lucido o il lucido a smalto che avete scelto si aggrappi bene alla base. Se siete abituate a chiudere con un gel, vi consiglio il Monofasico Master o Monofasico Unifast. Invece se Preferite chiudere con un lucido a smalto potete utilizzare il Glossy top , lucido perfetto per la sua densità leggermente denso. Inoltre se  volete potete anche applicare la polvere sopra al lucido non polimerizzato per creare l’effetto zucchero o brillantinato.";;https://www.hdnails.it/polvere-specchio-rosa-14;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608cff8400e_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608cffb72da_1.jpg;2
remover-smalto-semipermanente;Remover Smalto Semipermanente;6.1;InStock;;;HDNails;"Remover Smalto Semipermanente

Remover Smalto Semipermanente

Questo Liquido Remover é un prodotto ideale per rimuovere facilmente tutti gli Smalti Semipermanenti.

Il Polish Remover è Perfetto per chi non vuole la rimozione con la lima ne fresa.

Metodo d'uso:

Imbevete il pads cellulosa con il liquido Remover, posizionatelo sull'unghie e chiudetelo con la carta stagnola.

lasciatelo agire per qualche minuto Rimuovete i residui con un bastoncino d'arancio molto delicatamente.

Se è necessario lasciatelo in possa ancora per qualche altro minuto infine passate la Lima buffer.

Prima di effettuare il trattamento assicuratevi che la base smalto gel che avete utilizzato sia soak off.

Tempo di rimozione

15 min.
Caratteristiche Tecniche:

Formato confezione 150ml e 550ml";;https://www.hdnails.it/remover-smalto-semipermanente;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608d0500bd9.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608d05a8e98.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608d060ae80.png;3
cuticle-remover;Cuticle Remover;12.2;InStock;preparatori-and-liquidi;trattamento-mani | preparatori-and-liquidi;HDNails;"Cuticle Remover

Cuticle Remover - Liquido per ammorbidire  e rimuovere le cuticole.

preparatore di adesione.

Da utilizzare prima del manicure per ammorbidire le pellicine.

Rimuovere l'eccesso del prodotto con il cleanser o remover. se è necessario utilizzarlo due volte.

Inoltre questo liquido aiuta ad elimina le cuticole in modo rapido ed efficace.

Modo d'uso

Applicare una piccola quantità di prodotto sulle cuticole e lasciar agire per 120 sec.

Rimuovere la pelle in eccesso con i bastoncini d’arancio. Questo passaggio lo puoi fare anche più volte. Dopodiché puoi rimuovere il liquido con il Polish Remover o Cleanser inodore";;https://www.hdnails.it/cuticle-remover;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608ef8d823c_1.jpg;1
cleanser-inodore-the-verde;Cleanser Inodore - The verde;6.1;InStock;preparatori-and-liquidi;preparatori-and-liquidi;HDNails;"Cleanser Inodore - the verde

Cleanser Inodore - the verde - Sgrassatore inodore

Soluzione sgrassante per rimuovere lo stratto di dispersione del gel, con leggera profumazione al the verde.

Non agredisce le cuticole.

Da utilizzare con il pads cellulosa";;https://www.hdnails.it/cleanser-inodore-the-verde;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/c/l/cleanser_the.jpg;1
buffer-lucidante;Buffer lucidante;2;InStock;attrezzature/buffer-attrezzature;attrezzature | attrezzature/buffer-attrezzature;HDNails;"BUFFER LUCIDANTE 400/6000

Il Buffer Lucidante 400/6000 è uno strumento professionale indispensabile nella fase di post-rimozione e per ottenere una finitura impeccabile dell’unghia naturale .

Il lato grana 400 è studiato per levigare delicatamente i residui di prodotto, riportando l’unghia al suo stato naturale in modo controllato e preciso.

Il lato grana 6000 è ideale per la lucidatura finale : perfetto per rifinire l’unghia dopo una rimozione completa o per una lucidatura manuale che dona un aspetto uniforme, pulito e naturale.

Uno strumento versatile, pratico e preciso, pensato per chi lavora con metodo e cura del dettaglio.

Utilizzo ideale:

Rifinitura dell’unghia naturale

Lucidatura manuale finale

Preparazione dell’unghia prima di trattamenti specifici

Controllo, delicatezza e risultato professionale in un unico buffer.
Uno strumento semplice ma strategico, che fa davvero la differenza nel risultato finale.";;https://www.hdnails.it/buffer-lucidante;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608f125c8f6_1.jpg;1
spingi-cuticole-spingipelle;Spingi cuticole - spingipelle;15.9;InStock;attrezzature/strumenti-attrezzature/strumenti-per-manicure/spingi-cuticole;attrezzature | attrezzature/strumenti-attrezzature | attrezzature/strumenti-attrezzature/strumenti-per-manicure | attrezzature/strumenti-attrezzature/strumenti-per-manicure/spingi-cuticole;HDNails;SPINGI CUTICOLE IN ACCIAIO;;https://www.hdnails.it/spingi-cuticole-spingipelle;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_69608f14a4367_1.jpg;1
